Organisation,member
microsoft,None
microsoft,Prem Nirmal
microsoft,Přemek Vysoký
microsoft,Pretlow Stevenson
microsoft,None
microsoft,Priyank Mandavawala
microsoft,Pranav Dixit
microsoft,Artem Pronichkin
microsoft,Filip Proborszcz
microsoft,Prathmesh Prabhu
microsoft,Philip Rueker
microsoft,Peter Semkin
microsoft,Parker Shelton
microsoft,Paul Thomas
microsoft,Patrick Faulkner
microsoft,Paul
microsoft,Fatima Qarni
microsoft,Qiaoqiao Zhang
microsoft,Qi Luo
microsoft,Rick Qing Xu
microsoft,Qiwei Jin
microsoft,Qi Zhang
microsoft,Florian Thurnwald
microsoft,Marco Weber
microsoft,Raimund Andrée [MSFT]
microsoft,Andrew Duan
microsoft,Ryan Beckett
microsoft,Yury Nevalenny
microsoft,Ankit Jain
microsoft,Addison Linville
microsoft,Matt Townsend
microsoft,Kyle ZOU
microsoft,None
microsoft,Rafael Teixeira
microsoft,Rafi Ruiz
microsoft,Fachowiec
microsoft,Rafal Tracilowski
microsoft,Raghav Kaushik
microsoft,Rahee Ghosh
microsoft,Raghu Shantha [MSFT]
microsoft,Rahul Kotecha
microsoft,None
microsoft,Rajan Bhayana
microsoft,Raja
microsoft,Rajat Rastogi
microsoft,Rajesh
microsoft,Rajesh Kumaraswamy
microsoft,Rajesh
microsoft,Rajiv Bharadwaja
microsoft,Rajkumar Rangaraj
microsoft,Raj Nemani
microsoft,Rakesh Singh
microsoft,Roberto Aldaba
microsoft,Ralph Mari Gabrinao
microsoft,Ramana S Vaidyanathan
microsoft,Rama krishnan Raghupathy
microsoft,Ram Thiru
microsoft,Ramakrishna Vatrakunta
microsoft,Dan Reist
microsoft,Roeland Nieuwenhuis
microsoft,Ranjan Binwani
microsoft,Rannes Pärn
microsoft,Ranvijay Kumar
microsoft,Joe Ranweiler
microsoft,Raonne Barbosa Vargas
microsoft,None
microsoft,Raghav Sidhanti
microsoft,Raimond Sinivee
microsoft,Ravi Eda
microsoft,Ravi Theja Yada
microsoft,Ravindra Singh Ratnawat
microsoft,Ray Yao
microsoft,Raymond Kao
microsoft,None
microsoft,Ray
microsoft,Rajya Bhaiya
microsoft,Rob Boucher Jr (Microsoft)
microsoft,Ricky Brundritt
microsoft,Ron Buckton
microsoft,Ryan Christman
microsoft,Russell Conard
microsoft,Peng Lyu
microsoft,Ren Cao
microsoft,Sam Bloomberg
microsoft,Reggie Gibson
microsoft,Madeleine
microsoft,David Rei
microsoft,Vincenzo Sciarra MS
microsoft,Reilly Tucker Siemens
microsoft,Remy Jette
microsoft,v-reye
microsoft,Renyi Tan
microsoft,None
microsoft,reuben olinsky
microsoft,David Smith
microsoft,Reiley Yang
microsoft,Bobby Reynolds
microsoft,Ryan Gammon
microsoft,Richard Guthrie
microsoft,Bob Ward
microsoft,Ryan Haning
microsoft,None
microsoft,Ryan Hurey
microsoft,Ricardo Costa
microsoft,Ricardo Arenas
microsoft,Rich Daniel
microsoft,Richard Ortega
microsoft,Richard Park
microsoft,Billy Richardson
microsoft,Richard Stanton
microsoft,Richard Taylor - Microsoft
microsoft,Richie White (MSFT)
microsoft,Rich Lander
microsoft,Richard
microsoft,Rick Manning
microsoft,Rick Martinez
microsoft,Richard Cobbe
microsoft,Rido
microsoft,Brandon Horn
microsoft,Richard Knoll
microsoft,None
microsoft,None
microsoft,None
microsoft,Rishabh Singh
microsoft,Rishi Madhok
microsoft,Rita Zhang
microsoft,Rohit Jain
microsoft,Rohit
microsoft,Ryan Jones
microsoft,Richard Murillo
microsoft,Ralph Kyttle
microsoft,Rob LaDuca
microsoft,Raphael Landaverde
microsoft,Rui Marinho
microsoft,Rob Martin (MSFT)
microsoft,Arnaud Vallat
microsoft,Rob DeRosa
microsoft,Robert Badawy
microsoft,Robbie Zhang
microsoft,Rob Cameron
microsoft,Rob Chambers
microsoft,Roberto Sonnino
microsoft,andy roberts
microsoft,Robert Schaedler III
microsoft,Robert Wernsman
microsoft,Rob Garrett
microsoft,Robin Kanters
microsoft,Robin-Manuel Thiel
microsoft,Rob Johnson
microsoft,Rob Lourens
microsoft,Rob McKaughan
microsoft,Robert Mikhayelyan
microsoft,Marc Goodner
microsoft,Rob Ward
microsoft,None
microsoft,Rodrigo Moya
microsoft,None
microsoft,Rohan Sinha
microsoft,Rohit Batra
microsoft,Rohit Joy
microsoft,Rohit Agrawal
microsoft,Shay Rojansky
microsoft,Rolf Bjarne Kvinge
microsoft,Rongduan Zhu
microsoft,None
microsoft,None
microsoft,Rob Christie
microsoft,Roderick Diaz
microsoft,Rory Claasen
microsoft,Jaroslav Ruzicka
microsoft,Rohit Tatachar
microsoft,Rowan Miller
microsoft,Roger Wong
microsoft,Roy Dallal
microsoft,Roy Moran
microsoft,Raymond Parsons
microsoft,Russell Johnston
microsoft,Ryan Willis
microsoft,None
microsoft,Rob Sanchez
microsoft,RyO
microsoft,Ronald Tielke
microsoft,Rui Sun
microsoft,None
microsoft,Ruka Sakurai
microsoft,Ruoxuan Wang
microsoft,Russell C Hadley
microsoft,Pranav Rastogi
microsoft,Ruxandra Panainte
microsoft,Rene van den Bedem
microsoft,Ross Wollman
microsoft,Ryan Rife
microsoft,Ryland
microsoft,Ryan Brandenburg
microsoft,Ryan Demopoulos
microsoft,Ryan Yandle
microsoft,Ryan Erdmann
microsoft,Ryan Molden
microsoft,Ryan Simmen
microsoft,Ryan Tremblay
microsoft,Ryan
microsoft,Karel Rymeš
microsoft,Ryan Nowak
microsoft,Ryota Tomioka
microsoft,Ryan Perlman
microsoft,Ryan Sweet
microsoft,Ryu Yu
microsoft,Andrew Hall
microsoft,Romuald Zdebskiy
microsoft,Paweł Rzepiński
microsoft,Radek Zikmund
microsoft,None
microsoft,Anupama Tuli
microsoft,Ahmed Sabbour
microsoft,Baalavignesh Arumugam
microsoft,Sachin Joseph
microsoft,Sachin Mangla
microsoft,Sachin Kulkarni
microsoft,Savio Figueiredo
microsoft,Sabrina Faceroli Tridico
microsoft,Santiago Fernandez Madero
microsoft,Stan Ageev
microsoft,Sterling Hammer
microsoft,Mustafa Saifee
microsoft,Sai Vemprala
microsoft,Sai Krishna V
microsoft,Sebastien Lebreton
microsoft,Sai Raj
microsoft,Sajal Mukherjee
microsoft,Sajas Salahuddeen
microsoft,Sajeetharan
microsoft,坂本ポテコ
microsoft,Ola Akintoye
microsoft,None
microsoft,Chris Paslawski
microsoft,Saloni Goel
microsoft,Serdar Altug [MSFT]
microsoft,None
microsoft,Sameer Jagdale
microsoft,Sam Goudie
microsoft,Samantha Houts
microsoft,Sam M. Kabue
microsoft,None
microsoft,Samuel Li
microsoft,Sam Thomson
microsoft,Sam Tertzakian
microsoft,Sam Webster
microsoft,Sana Ajani
microsoft,Sanchit Kumar
microsoft,Sanchit Mehta
microsoft,Sandeep Sen
microsoft,Sandeep George
microsoft,Stephanie Anderl
microsoft,Sander Saares
microsoft,Nathan Shively-Sanders
microsoft,None
microsoft,Sandeep Somavarapu
microsoft,Sandy Armstrong
microsoft,Sangeeth Kumar
microsoft,Sanjai Ganesh Jeenagiri
microsoft,Sanjeev Jagtap
microsoft,Sanjeev Dwivedi
microsoft,Sanket Joshi
microsoft,Sandeep Kumar
microsoft,Sarah D'Onofrio
microsoft,Sarah Novotny
microsoft,Sara Joiner
microsoft,Sanjeev Reddy
microsoft,Rajarshi Sarkar
microsoft,Sarvesh Nagpal
microsoft,Sarah Storer
microsoft,Satya Vel
microsoft,Saud Al-Mishari
microsoft,Saurabh Singh
microsoft,Saurabh Choudhury
microsoft,Brian Savatia Keyonzo
microsoft,Sandeep Venkata
microsoft,Sarvesh Gupta
microsoft,Sayan Chowdhury
microsoft,Sayed Ibrahim Hashimi
microsoft,None
microsoft,SteVen Batten
microsoft,Shane Bauer
microsoft,Shubham Tiwari
microsoft,Sven Boemer
microsoft,None
microsoft,Scarlett Li
microsoft,Mike Wallio
microsoft,Shawn Gaul
microsoft,Scott Schaab
microsoft,Joe Schmitt
microsoft,None
microsoft,Stephane Comeau
microsoft,Silvano Coriani
microsoft,Scott Addie
microsoft,Scott Boehmer
microsoft,None
microsoft,Scott
microsoft,Wen-Pin Scott Hsu
microsoft,Scott Lerch
microsoft,Michael Scovetta
microsoft,Stephen Dolenc
microsoft,Jeff Reed
microsoft,None
microsoft,Sean Burgess
microsoft,Sean Chai
microsoft,Sean Kane
microsoft,Sean Keating
microsoft,sean li
microsoft,Sean Squires
microsoft,Sean Wu
microsoft,Sean Takafuji
microsoft,Sebastian Burckhardt
microsoft,Sebastian Merry
microsoft,Nikolay Salnikov
microsoft,Asir Vedamuthu Selvasingh
microsoft,Sebastian Meiforth
microsoft,Senthil
microsoft,Stefan Epple
microsoft,None
microsoft,Sally Erickson
microsoft,Seth Rait
microsoft,Seth Brenith
microsoft,ghui
microsoft,Gaurav Seth
microsoft,Seth Juarez
microsoft,Seung Moon
microsoft,Sean Usher
microsoft,Dennis Kaarsemaker
microsoft,Vsevolod Kukol
microsoft,Sarah Feitler
microsoft,Senja Filipi
microsoft,Samantha Johnson
microsoft,Sarah Oslund
microsoft,Steven Fuqua
microsoft,Scott Gellock
microsoft,Greg Munn
microsoft,Sergey Grebnov
microsoft,Scott Greenlay
microsoft,None
microsoft,SGreen
microsoft,Shreyansh Agrawal
microsoft,Shai Rose
microsoft,Shalini Joshi-MSFT
microsoft,shams
microsoft,Asmita
microsoft,Shane DeSeranno
microsoft,Scott Hanselman
microsoft,Bin Shao
microsoft,None
microsoft,Sharad Agarwal
microsoft,Suraj Sharma
microsoft,Sharon Ravindran
microsoft,Sam Harwell
microsoft,None
microsoft,ShashiShailaj-MSFT
microsoft,Shawn
microsoft,Shawn Callegari
microsoft,Shawn Hargreaves
microsoft,Shawn Rothlisberger
microsoft,Shay Kalyan
microsoft,Sheetal Nandi
microsoft,Shefy
microsoft,Shen Chauhan
microsoft,None
microsoft,Shenglong Li
microsoft,Shengyu Fu
microsoft,Sherry Shi
microsoft,Szymon
microsoft,Shijo Joy
microsoft,Shiming Ge
microsoft,Joshua R. Poulson
microsoft,Shivanshu Goyal
microsoft,Shiven Mian
microsoft,Xin Shi
microsoft,Sharon Liderman
microsoft,Shahab Moradi
microsoft,Victor Shnayder
microsoft,Shoghi
microsoft,Shon Shah
microsoft,Shantnu Suman
microsoft,Dmitry Stratiychuk
microsoft,Shubham Sharma
microsoft,Shubham Bhawsinka
microsoft,None
microsoft,Shuvendu Lahiri
microsoft,Shu-Wei Hsu
microsoft,Dmitri Soshnikov
microsoft,Shweta Gupta
microsoft,None
microsoft,Simon Matthews
microsoft,None
microsoft,Siye Liu
microsoft,Mark Silvey
microsoft,Siddhartha Mathiharan
microsoft,Simi Awokoya
microsoft,Simina Pasat
microsoft,Danny Simmons
microsoft,Simona Cotin
microsoft,Simon Davies
microsoft,Simon Jäger
microsoft,Simon Rozsival
microsoft,Simon Xiao
microsoft,Simon Moreno
microsoft,Naveen Singh
microsoft,Ankit Singhal
microsoft,Scott Inglis
microsoft,Sachin Sinha
microsoft,Sirajudeen Sahul Hameed
microsoft,Eugene Sirkiza
microsoft,Site Experience CI Account
microsoft,Sithu
microsoft,Siva Sivaraman
microsoft,Siva Katir
microsoft,Sebastian Herzig-Patel
microsoft,Sasidhar Kasturi
microsoft,Saad Khan
microsoft,Manoj S.K
microsoft,Skyler Jokiel
microsoft,Jason Hansen
microsoft,Slava Koltovich
microsoft,Fran González
microsoft,Lluis Sanchez
microsoft,Sleiman Zublidi
microsoft,Satya Madala
microsoft,Steve Maillet
microsoft,Serge Mera
microsoft,Steve Michelotti
microsoft,Smit Patel
microsoft,Sheil Kumar
microsoft,Clay Miller
microsoft,Scott Mosier
microsoft,Jason Barnwell
microsoft,Steven Murawski
microsoft,Snehith Muvva
microsoft,Changming Sun
microsoft,Cheng-mean Liu
microsoft,Soyoung Eom
microsoft,Sebastian Öttl
microsoft,sohail chatoor
microsoft,Sohail Rajdev
microsoft,Song Zou
microsoft,Sonja Goerlich
microsoft,weiping
microsoft,Sophie Chanialaki
microsoft,Alessandro Sordoni
microsoft,"Tang, Cheng"
microsoft,Alejandro Lopez
microsoft,Sertaç Özercan
microsoft,Jake Friedman
microsoft,Peter Spada
microsoft,Sandeep Patnaik
microsoft,Sean Brogan
microsoft,SharePoint Dev Documents
microsoft,None
microsoft,Steve Peterson
microsoft,Shawn Henry
microsoft,Salman Quazi
microsoft,Sergio Mion
microsoft,Bradley Ball
microsoft,Chi Song
microsoft,Srdjan Jovčić
microsoft,None
microsoft,Avinash Sridhar
microsoft,sridhar madhugiri (msft)
microsoft,None
microsoft,Saisrikanth
microsoft,Srinivasa Rao Malladi
microsoft,Srishti
microsoft,Praveen Kumar Srinivasan Rajendiran
microsoft,Srujan Saggam
microsoft,Steve Rugh
microsoft,Stefan Saroiu
microsoft,Scott Seiber
microsoft,Scott Semyan
microsoft,None
microsoft,Sergii Shumakov
microsoft,Sunayana Sitaram
microsoft,Srikantan Sankaran
microsoft,Stephen Sulzer [MSFT]
microsoft,Dale Stammen
microsoft,James Stanard
microsoft,Denis Stankovski
microsoft,Stanley Hon
microsoft,Daniel Heinze
microsoft,Stefan Heßel
microsoft,None
microsoft,None
microsoft,Stefano Nardo
microsoft,Zach Steindler
microsoft,Stemy Mynhier [MSFT]
microsoft,Steve Hawley
microsoft,Stephen Kennedy
microsoft,Stephen Baidu
microsoft,Stephen Griffin
microsoft,Stephen Just
microsoft,Stephen Franceschelli
microsoft,Stephen Toub
microsoft,None
microsoft,Steph Locke
microsoft,Stephen Provine
microsoft,Steve Chin
microsoft,Steve Espinosa
microsoft,Steve Faehl
microsoft,Steve Harter
microsoft,Steven Clarke
microsoft,Steven Gum
microsoft,Steven White
microsoft,Stewart Adam
microsoft,Mohamed Elsharkawy
microsoft,None
microsoft,Strong Liu(刘少壮)
microsoft,Philip Stockwell
microsoft,None
microsoft,David Tittsworth
microsoft,None
microsoft,Stephanie Stimac
microsoft,Stuart Long
microsoft,Steve Wishnousky
microsoft,Jie Su
microsoft,Steve Suh
microsoft,Guoxin
microsoft,None
microsoft,Sukhandeep Singh
microsoft,suma
microsoft,Sunanda Balasubramanian
microsoft,Sundaram Ramaswamy
microsoft,Sunil Muthuswamy
microsoft,Sunil Surana
microsoft,Sunny Chatterjee
microsoft,None
microsoft,Jamel de la Fuente
microsoft,Erick
microsoft,Suraj Deshmukh
microsoft,Surender Singh Malik
microsoft,Suresh Kandoth
microsoft,None
microsoft,Suresh Babu Tadisetty
microsoft,Suraj Naik
microsoft,Shakira Sun
microsoft,Sven Pohl
microsoft,Sverre Johansen
microsoft,Dylan Wu
microsoft,Swadheen
microsoft,swagat mishra
microsoft,Swamy Shivaganga Nagaraju
microsoft,Matt Swann
microsoft,Swaroop Sridhar
microsoft,Sweta Ananth
microsoft,Sam Mathias Weggersen
microsoft,Sean Wells
microsoft,Saint Wesonga
microsoft,Swojit Mohapatra
microsoft,Stephen Read
microsoft,None
microsoft,Syed Hassaan Ahmed
microsoft,Anmol Agarwala
microsoft,Sylvan Clebsch
microsoft,Justin Murray
microsoft,Stephanie Lam
microsoft,Srinivasan iyengar
microsoft,Terry Adams
microsoft,Chenjie Shi
microsoft,Tad Glines
microsoft,Tahina Ramananandro (professional account)
microsoft,Tah Wei Hoon
microsoft,Talia McCormick
microsoft,Tameem Ansari
microsoft,Abinash Sarangi
microsoft,Tanner Gooding
microsoft,Toshi Aoyama
microsoft,Pablo Tapia
microsoft,Tim Aranki
microsoft,Tarek Mahmoud Sayed
microsoft,Tauhid Anjum
microsoft,None
microsoft,Tao Wang
microsoft,Thomas Bombach
microsoft,Mariia Mykhailova
microsoft,None
microsoft,T P
microsoft,Ning Tang
microsoft,Ted Chambers
microsoft,Teddy Seyed
microsoft,Ted Hardy [MSFT]
microsoft,Ted Hudek
microsoft,Crash Collison
microsoft,Ján Guttek
microsoft,Börje Karlsson
microsoft,Terence Fan
microsoft,Immo Landwerth
microsoft,Teo Voinea
microsoft,Tengda Yan
microsoft,Thomas Fennel
microsoft,Boshi Lian
microsoft,Thales Bertaglia
microsoft,Thays Grazia
microsoft,Taylor Brown
microsoft,John Jansen
microsoft,Madhav Thelakkat
microsoft,Mark Mucha
microsoft,John Miller
microsoft,Theresa Iserman
microsoft,Eli Ofek
microsoft,None
microsoft,Bevan Arps
microsoft,Evgenii Utkin
microsoft,Thiago Crepaldi
microsoft,Timo Hillmann
microsoft,None
microsoft,Thomas Bragaloni
microsoft,Thomas Rayner
microsoft,Thomas Pedersen
microsoft,Tiago
microsoft,Tiago Koji Castro Shibata
microsoft,Tiander Turpijn
microsoft,Tiago Antunes
microsoft,Tommy Nguyen
microsoft,Tiki Wan
microsoft,Delon Yau
microsoft,None
microsoft,Tim Cappalli
microsoft,Tiarnán McNulty
microsoft,Tim Heuer
microsoft,Timo Klimmer
microsoft,Timothee Guerin
microsoft,Timothy Tavarez
microsoft,Timo van Veenendaal
microsoft,Timo Yates
microsoft,Martin Victory
microsoft,John Lotito
microsoft,Tom Cashman
microsoft,Rudi Groenewald
microsoft,Travis
microsoft,Travis Prescott
microsoft,Tlakaelel Axayakatl Ceja
microsoft,Tim Mulholland
microsoft,Tomáš Matoušek
microsoft,Tom Meschter
microsoft,Tom Minka
microsoft,Tom Molenhouse
microsoft,Ty Mote
microsoft,Trevor Barkhouse
microsoft,Taylor Clark
microsoft,Toby Walker
microsoft,Todd Heckel
microsoft,Alexander Kaplan
microsoft,Tom Potier
microsoft,Tom Burdak
microsoft,Thomas Conté
microsoft,Tom Kerkhove
microsoft,Tom McDonald
microsoft,Tommy Wilkinson
microsoft,Tomi Paananen
microsoft,Tom Lake
microsoft,Juan Marcelo Tondato
microsoft,Tony Zhu
microsoft,Tony Woodruff
microsoft,Tony Xu
microsoft,Christopher Palmer
microsoft,Tomer Rosenthal
microsoft,Toshi Piazza
microsoft,Tobias Smolka
microsoft,Travis Querec
microsoft,Tomas Agustin Raies
microsoft,Trask Stalnaker
microsoft,Stephanie
microsoft,Tian-Ren Chen
microsoft,trinadhk[MSFT]
microsoft,Tripp Parks
microsoft,None
microsoft,Trevor Stevens
microsoft,Trang Luu [MSFT]
microsoft,Travis Wilson
microsoft,Thomas Stringer
microsoft,None
microsoft,Tomáš Rylek
microsoft,None
microsoft,Tsubasa Nomura
microsoft,None
microsoft,Tuomo Helminen
microsoft,Jim Wang
microsoft,Thomas Vuylsteke
microsoft,Rob Whaley
microsoft,None
microsoft,None
microsoft,Taylor Southwick
microsoft,Tyler Dunkel
microsoft,Tyler Butler
microsoft,Tyler Donahue
microsoft,Tyler Retzlaff
microsoft,Tym Lipari
microsoft,Thomas Lai
microsoft,None
microsoft,ueqt
microsoft,greg
microsoft,Nathan Ukrainetz
microsoft,Michael Chen
microsoft,None
microsoft,Sudipto
microsoft,Alma Jenks
microsoft,Dragos Daian
microsoft,Jingying Gu
microsoft,v-haren
microsoft,Jaydon  Peng
microsoft,Joey Sun
microsoft,None
microsoft,None
microsoft,None
microsoft,rancyr
microsoft,Vighnesh Shenoy
microsoft,None
microsoft,Theano Petersen
microsoft,None
microsoft,None
microsoft,None
microsoft,Zhongpeng Zhou
microsoft,Daniel Boca
microsoft,Vadim Kovalyov
microsoft,Vadym Kliuchnikov
microsoft,Vadim Eksarevskiy
microsoft,Vaibhav Gupta
microsoft,Vaishak Salin
microsoft,Vaishnavi Janardhan
microsoft,Valentin Isac
microsoft,None
microsoft,Vamsi Rallabhandi
microsoft,Xi Wang
microsoft,Vando Pereira
microsoft,None
microsoft,Varun Kumta
microsoft,Vasil Iliev
microsoft,Vatsan Madhavan
microsoft,Valentina Vaneeva
microsoft,None
microsoft,Kevin Jones
microsoft,None
microsoft,Vinicius Depizzol
microsoft,Vedang Sharma
microsoft,Dipen Ved
microsoft,Harsh Vardhan Verma
microsoft,Eduar Castrillo Velilla
microsoft,Victor Cazin
microsoft,Vicky Harp
microsoft,Victor Romero
microsoft,David Tschida
microsoft,Vijay Ramakrishnan
microsoft,Viktor Veis
microsoft,Vincenzo Mauro
microsoft,Vishal Mishra
microsoft,vince nolan
microsoft,Vincent Arockidass
microsoft,Vineet
microsoft,Vinicius Jarina
microsoft,None
microsoft,Vincent Jiang (LEI)
microsoft,Violet Voronetzky
microsoft,Christa
microsoft,Vishwanath
microsoft,Vishnu Reddy
microsoft,Vishnu Theja Rachakonda
microsoft,Vitek Karas
microsoft,Vikranth Thati
microsoft,Roberto Agostino Vitillo
microsoft,Vito Chin
microsoft,None
microsoft,Vivek Jilla
microsoft,Vivek Ravindran
microsoft,Vivek Anand T Kallampally
microsoft,None
microsoft,German Vives
microsoft,Víctor Julián García Granado
microsoft,Ville Rantala
microsoft,None
microsoft,Kristijan Vulinovic
microsoft,Vladimír Aubrecht
microsoft,Vladimir Postel
microsoft,Vlad Riscutia
microsoft,Vlad Zaharia
microsoft,vlast
microsoft,Vince Liberatore
microsoft,Vincenzo Marcella
microsoft,Vlad Mihalachi
microsoft,Long Tian
microsoft,Volker Will
microsoft,Tim Voll
microsoft,Varad Meru
microsoft,Vritant Bhardwaj
microsoft,Vicente Rivera
microsoft,None
microsoft,Vinay Bhat
microsoft,Vadym S. Khondar
microsoft,Vitaliy Slepakov
microsoft,Vivek S
microsoft,Vipul
microsoft,Matt Cooper
microsoft,Steven Vukelich
microsoft,Vu Le
microsoft,None
microsoft,Vlad Zarytovskii
microsoft,None
microsoft,Wahaj
microsoft,Mike Wade
microsoft,Clemens Wältken
microsoft,Marck Vaisman
microsoft,Chuck Walbourn
microsoft,Wally Liu
microsoft,James Ndegwa Maringa
microsoft,Peng-Shuai Wang
microsoft,Wang Dafeng
microsoft,WangDian
microsoft,wangjun
microsoft,None
microsoft,Ye Wang
microsoft,ZelinWang
microsoft,Xi Wang
microsoft,Al Adams
microsoft,Su Su
microsoft,None
microsoft,Wayne Wang 韦恩卑鄙
microsoft,None
microsoft,Billy Smolen
microsoft,Weidong Cui
microsoft,William Ehrich
microsoft,Matt Barnes
microsoft,Andre Weinand
microsoft,Wenbing Li
microsoft,Wentao Wu
microsoft,Wenxiang Hu
microsoft,None
microsoft,John Wernsing
microsoft,Wes Adams
microsoft,Wes Haggard
microsoft,Wes Mills
microsoft,Wesley Wigham
microsoft,ZHANG Wei
microsoft,Will Frost
microsoft,Tomas Weinfurt
microsoft,Guoxin Wang
microsoft,Alice Wang
microsoft,Charity Shelbourne
microsoft,William Hiver
microsoft,William H. Salazar
microsoft,Stefan Wick
microsoft,Danny Wigg
microsoft,Wiktor Kopec
microsoft,William Baker
microsoft,William Bartlett
microsoft,william you
microsoft,Will Duff
microsoft,Will Portnoy
microsoft,winest
microsoft,Christoph M. Wintersteiger
microsoft,Josh Wright
microsoft,Maple Nan
microsoft,None
microsoft,Bill Kilday
microsoft,Will Gries
microsoft,Bill Proudfit
microsoft,odysseus yang
microsoft,Wonseok Chae
microsoft,Will Sugarman
microsoft,William Godbe
microsoft,Jiaye Wu
microsoft,Will Lorey
microsoft,Xavier Dupré
microsoft,Nikita Balabaev
microsoft,Xander Sherry
microsoft,Elendil
microsoft,Justin Brown
microsoft,None
microsoft,Xiaoyu Liu
microsoft,Xiang Yan
microsoft,None
microsoft,Xinguo Shui
microsoft,Xin Shi
microsoft,Jacob Zhou
microsoft,Jeff Fisher
microsoft,Xiaoli Xiang
microsoft,Michelle Yang
microsoft,Di Xu
microsoft,xuehui
microsoft,Xumin
microsoft,None
microsoft,None
microsoft,Yashwanth Anantharaju
microsoft,None
microsoft,Yang Cao
microsoft,Yagmur Sahin
microsoft,Yasuhiro Handa
microsoft,None
microsoft,Inayaili León
